At time 2022-05-01T00:00:00, tele=1, target=167, exp_time=1
At time 2022-05-01T07:47:00, tele=3, target=477, exp_time=1
At time 2022-05-01T07:48:00, tele=4, target=477, exp_time=1
At time 2022-05-01T07:49:00, tele=5, target=477, exp_time=1
At time 2022-05-01T07:50:00, tele=1, target=459, exp_time=1
At time 2022-05-01T07:51:00, tele=2, target=459, exp_time=1
At time 2022-05-01T07:52:00, tele=3, target=459, exp_time=1
At time 2022-05-01T07:53:00, tele=4, target=459, exp_time=1
At time 2022-05-01T07:54:00, tele=5, target=459, exp_time=1
At time 2022-05-01T07:50:00, tele=1, target=478, exp_time=1
At time 2022-05-01T07:51:00, tele=2, target=478, exp_time=1
At time 2022-05-01T07:52:00, tele=3, target=478, exp_time=1
At time 2022-05-01T07:53:00, tele=4, target=478, exp_time=1
At time 2022-05-01T07:54:00, tele=5, target=478, exp_time=1
At time 2022-05-01T07:55:00, tele=1, target=185, exp_time=1
At time 2022-05-01T07:56:00, tele=2, target=185, exp_time=1
At time 2022-05-01T07:57:00, tele=3, target=185, exp_time=1
At time 2022-05-01T07:58:00, tele=4, target=185, exp_time=1
At time 2022-05-01T07:59:00, tele=5, target=185, exp_time=1
At time 2022-05-01T07:55:00, tele=1, target=167, exp_time=1
At time 2022-05-01T07:56:00, tele=2, target=167, exp_time=1
At time 2022-05-01T07:57:00, tele=3, target=167, exp_time=1
At time 2022-05-01T07:58:00, tele=4, target=167, exp_time=1
At time 2022-05-01T07:59:00, tele=5, target=167, exp_time=1
At time 2022-05-01T08:00:00, tele=1, target=279, exp_time=1
At time 2022-05-01T08:01:00, tele=2, target=279, exp_time=1
At time 2022-05-01T08:02:00, tele=3, target=279, exp_time=1
At time 2022-05-01T08:03:00, tele=4, target=279, exp_time=1
At time 2022-05-01T08:04:00, tele=5, target=279, exp_time=1
At time 2022-05-01T08:00:00, tele=1, target=451, exp_time=1
At time 2022-05-01T08:01:00, tele=2, target=451, exp_time=1
At time 2022-05-01T08:02:00, tele=3, target=451, exp_time=1
At time 2022-05-01T08:03:00, tele=4, target=451, exp_time=1
At time 2022-05-01T08:04:00, tele=5, target=451, exp_time=1
At time 2022-05-01T08:05:00, tele=1, target=186, exp_time=1
At time 2022-05-01T08:06:00, tele=2, target=186, exp_time=1
At time 2022-05-01T08:07:00, tele=3, target=186, exp_time=1
At time 2022-05-01T08:08:00, tele=4, target=186, exp_time=1
At time 2022-05-01T08:09:00, tele=5, target=186, exp_time=1
At time 2022-05-01T08:05:00, tele=1, target=168, exp_time=1
At time 2022-05-01T08:06:00, tele=2, target=168, exp_time=1
At time 2022-05-01T08:07:00, tele=3, target=168, exp_time=1
At time 2022-05-01T08:08:00, tele=4, target=168, exp_time=1
At time 2022-05-01T08:09:00, tele=5, target=168, exp_time=1
At time 2022-05-01T08:05:00, tele=1, target=268, exp_time=1
At time 2022-05-01T08:06:00, tele=2, target=268, exp_time=1
At time 2022-05-01T08:07:00, tele=3, target=268, exp_time=1
At time 2022-05-01T08:08:00, tele=4, target=268, exp_time=1
At time 2022-05-01T08:09:00, tele=5, target=268, exp_time=1
At time 2022-05-01T08:10:00, tele=1, target=280, exp_time=1
At time 2022-05-01T08:11:00, tele=2, target=280, exp_time=1
At time 2022-05-01T08:12:00, tele=3, target=280, exp_time=1
At time 2022-05-01T08:13:00, tele=4, target=280, exp_time=1
At time 2022-05-01T08:14:00, tele=5, target=280, exp_time=1
At time 2022-05-01T08:10:00, tele=1, target=169, exp_time=1
At time 2022-05-01T08:11:00, tele=2, target=169, exp_time=1
At time 2022-05-01T08:12:00, tele=3, target=169, exp_time=1
At time 2022-05-01T08:13:00, tele=4, target=169, exp_time=1
At time 2022-05-01T08:14:00, tele=5, target=169, exp_time=1
At time 2022-05-01T08:10:00, tele=1, target=269, exp_time=1
At time 2022-05-01T08:11:00, tele=2, target=269, exp_time=1
At time 2022-05-01T08:12:00, tele=3, target=269, exp_time=1
At time 2022-05-01T08:13:00, tele=4, target=269, exp_time=1
At time 2022-05-01T08:14:00, tele=5, target=269, exp_time=1
At time 2022-05-01T08:15:00, tele=1, target=281, exp_time=1
At time 2022-05-01T08:16:00, tele=2, target=281, exp_time=1
At time 2022-05-01T08:17:00, tele=3, target=281, exp_time=1
At time 2022-05-01T08:18:00, tele=4, target=281, exp_time=1
At time 2022-05-01T08:19:00, tele=5, target=281, exp_time=1
At time 2022-05-01T08:15:00, tele=1, target=170, exp_time=1
At time 2022-05-01T08:16:00, tele=2, target=170, exp_time=1
At time 2022-05-01T08:17:00, tele=3, target=170, exp_time=1
At time 2022-05-01T08:18:00, tele=4, target=170, exp_time=1
At time 2022-05-01T08:19:00, tele=5, target=170, exp_time=1
At time 2022-05-01T08:15:00, tele=1, target=270, exp_time=1
At time 2022-05-01T08:16:00, tele=2, target=270, exp_time=1
At time 2022-05-01T08:17:00, tele=3, target=270, exp_time=1
At time 2022-05-01T08:18:00, tele=4, target=270, exp_time=1
At time 2022-05-01T08:19:00, tele=5, target=270, exp_time=1
At time 2022-05-01T08:20:00, tele=1, target=282, exp_time=1
At time 2022-05-01T08:21:00, tele=2, target=282, exp_time=1
At time 2022-05-01T08:22:00, tele=3, target=282, exp_time=1
At time 2022-05-01T08:23:00, tele=4, target=282, exp_time=1
At time 2022-05-01T08:24:00, tele=5, target=282, exp_time=1
At time 2022-05-01T08:20:00, tele=1, target=171, exp_time=1
At time 2022-05-01T08:21:00, tele=2, target=171, exp_time=1
At time 2022-05-01T08:22:00, tele=3, target=171, exp_time=1
At time 2022-05-01T08:23:00, tele=4, target=171, exp_time=1
At time 2022-05-01T08:24:00, tele=5, target=171, exp_time=1
At time 2022-05-01T08:20:00, tele=1, target=179, exp_time=1
At time 2022-05-01T08:21:00, tele=2, target=179, exp_time=1
At time 2022-05-01T08:22:00, tele=3, target=179, exp_time=1
At time 2022-05-01T08:23:00, tele=4, target=179, exp_time=1
At time 2022-05-01T08:24:00, tele=5, target=179, exp_time=1
At time 2022-05-01T08:25:00, tele=1, target=283, exp_time=1
At time 2022-05-01T08:26:00, tele=2, target=283, exp_time=1
At time 2022-05-01T08:27:00, tele=3, target=283, exp_time=1
At time 2022-05-01T08:28:00, tele=4, target=283, exp_time=1
At time 2022-05-01T08:29:00, tele=5, target=283, exp_time=1
At time 2022-05-01T08:25:00, tele=1, target=172, exp_time=1
At time 2022-05-01T08:26:00, tele=2, target=172, exp_time=1
At time 2022-05-01T08:27:00, tele=3, target=172, exp_time=1
At time 2022-05-01T08:28:00, tele=4, target=172, exp_time=1
At time 2022-05-01T08:29:00, tele=5, target=172, exp_time=1
At time 2022-05-01T08:25:00, tele=1, target=271, exp_time=1
At time 2022-05-01T08:26:00, tele=2, target=271, exp_time=1
At time 2022-05-01T08:27:00, tele=3, target=271, exp_time=1
At time 2022-05-01T08:28:00, tele=4, target=271, exp_time=1
At time 2022-05-01T08:29:00, tele=5, target=271, exp_time=1
At time 2022-05-01T08:30:00, tele=1, target=284, exp_time=1
At time 2022-05-01T08:31:00, tele=2, target=284, exp_time=1
At time 2022-05-01T08:32:00, tele=3, target=284, exp_time=1
At time 2022-05-01T08:33:00, tele=4, target=284, exp_time=1
At time 2022-05-01T08:34:00, tele=5, target=284, exp_time=1
At time 2022-05-01T08:30:00, tele=1, target=272, exp_time=1
At time 2022-05-01T08:31:00, tele=2, target=272, exp_time=1
At time 2022-05-01T08:32:00, tele=3, target=272, exp_time=1
At time 2022-05-01T08:33:00, tele=4, target=272, exp_time=1
At time 2022-05-01T08:34:00, tele=5, target=272, exp_time=1
At time 2022-05-01T08:30:00, tele=1, target=173, exp_time=1
At time 2022-05-01T08:31:00, tele=2, target=173, exp_time=1
At time 2022-05-01T08:32:00, tele=3, target=173, exp_time=1
At time 2022-05-01T08:33:00, tele=4, target=173, exp_time=1
At time 2022-05-01T08:34:00, tele=5, target=173, exp_time=1
At time 2022-05-01T08:35:00, tele=1, target=187, exp_time=1
At time 2022-05-01T08:36:00, tele=2, target=187, exp_time=1
At time 2022-05-01T08:37:00, tele=3, target=187, exp_time=1
At time 2022-05-01T08:38:00, tele=4, target=187, exp_time=1
At time 2022-05-01T08:39:00, tele=5, target=187, exp_time=1
At time 2022-05-01T08:35:00, tele=1, target=425, exp_time=1
At time 2022-05-01T08:36:00, tele=2, target=425, exp_time=1
At time 2022-05-01T08:37:00, tele=3, target=425, exp_time=1
At time 2022-05-01T08:38:00, tele=4, target=425, exp_time=1
At time 2022-05-01T08:39:00, tele=5, target=425, exp_time=1
At time 2022-05-01T08:35:00, tele=1, target=419, exp_time=1
At time 2022-05-01T08:36:00, tele=2, target=419, exp_time=1
At time 2022-05-01T08:37:00, tele=3, target=419, exp_time=1
At time 2022-05-01T08:38:00, tele=4, target=419, exp_time=1
At time 2022-05-01T08:39:00, tele=5, target=419, exp_time=1
At time 2022-05-01T08:40:00, tele=1, target=188, exp_time=1
At time 2022-05-01T08:41:00, tele=2, target=188, exp_time=1
At time 2022-05-01T08:42:00, tele=3, target=188, exp_time=1
At time 2022-05-01T08:43:00, tele=4, target=188, exp_time=1
At time 2022-05-01T08:44:00, tele=5, target=188, exp_time=1
At time 2022-05-01T08:40:00, tele=1, target=426, exp_time=1
At time 2022-05-01T08:41:00, tele=2, target=426, exp_time=1
At time 2022-05-01T08:42:00, tele=3, target=426, exp_time=1
At time 2022-05-01T08:43:00, tele=4, target=426, exp_time=1
At time 2022-05-01T08:44:00, tele=5, target=426, exp_time=1
At time 2022-05-01T08:45:00, tele=1, target=189, exp_time=1
At time 2022-05-01T08:46:00, tele=2, target=189, exp_time=1
At time 2022-05-01T08:47:00, tele=3, target=189, exp_time=1
At time 2022-05-01T08:48:00, tele=4, target=189, exp_time=1
At time 2022-05-01T08:49:00, tele=5, target=189, exp_time=1
At time 2022-05-01T08:45:00, tele=1, target=420, exp_time=1
At time 2022-05-01T08:46:00, tele=2, target=420, exp_time=1
At time 2022-05-01T08:47:00, tele=3, target=420, exp_time=1
At time 2022-05-01T08:48:00, tele=4, target=420, exp_time=1
At time 2022-05-01T08:49:00, tele=5, target=420, exp_time=1
At time 2022-05-01T08:50:00, tele=1, target=190, exp_time=1
At time 2022-05-01T08:51:00, tele=2, target=190, exp_time=1
At time 2022-05-01T08:52:00, tele=3, target=190, exp_time=1
At time 2022-05-01T08:53:00, tele=4, target=190, exp_time=1
At time 2022-05-01T08:54:00, tele=5, target=190, exp_time=1
At time 2022-05-01T08:55:00, tele=1, target=191, exp_time=1
At time 2022-05-01T08:56:00, tele=2, target=191, exp_time=1
At time 2022-05-01T08:57:00, tele=3, target=191, exp_time=1
At time 2022-05-01T08:58:00, tele=4, target=191, exp_time=1
At time 2022-05-01T08:59:00, tele=5, target=191, exp_time=1
At time 2022-05-01T09:00:00, tele=1, target=180, exp_time=1
At time 2022-05-01T09:01:00, tele=2, target=180, exp_time=1
At time 2022-05-01T09:02:00, tele=3, target=180, exp_time=1
At time 2022-05-01T09:03:00, tele=4, target=180, exp_time=1
At time 2022-05-01T09:04:00, tele=5, target=180, exp_time=1
At time 2022-05-01T09:05:00, tele=1, target=174, exp_time=1
At time 2022-05-01T09:06:00, tele=2, target=174, exp_time=1
At time 2022-05-01T09:07:00, tele=3, target=174, exp_time=1
At time 2022-05-01T09:08:00, tele=4, target=174, exp_time=1
At time 2022-05-01T09:09:00, tele=5, target=174, exp_time=1
At time 2022-05-01T09:10:00, tele=1, target=273, exp_time=1
At time 2022-05-01T09:11:00, tele=2, target=273, exp_time=1
At time 2022-05-01T09:12:00, tele=3, target=273, exp_time=1
At time 2022-05-01T09:13:00, tele=4, target=273, exp_time=1
At time 2022-05-01T09:14:00, tele=5, target=273, exp_time=1
At time 2022-05-01T09:15:00, tele=1, target=421, exp_time=1
At time 2022-05-01T09:16:00, tele=2, target=421, exp_time=1
At time 2022-05-01T09:17:00, tele=3, target=421, exp_time=1
At time 2022-05-01T09:18:00, tele=4, target=421, exp_time=1
At time 2022-05-01T09:19:00, tele=5, target=421, exp_time=1
At time 2022-05-01T09:20:00, tele=1, target=428, exp_time=1
At time 2022-05-01T09:21:00, tele=2, target=428, exp_time=1
At time 2022-05-01T09:22:00, tele=3, target=428, exp_time=1
At time 2022-05-01T09:23:00, tele=4, target=428, exp_time=1
At time 2022-05-01T09:24:00, tele=5, target=428, exp_time=1
At time 2022-05-01T09:25:00, tele=1, target=427, exp_time=1
At time 2022-05-01T09:26:00, tele=2, target=427, exp_time=1
At time 2022-05-01T09:27:00, tele=3, target=427, exp_time=1
At time 2022-05-01T09:28:00, tele=4, target=427, exp_time=1
At time 2022-05-01T09:29:00, tele=5, target=427, exp_time=1
At time 2022-05-01T09:30:00, tele=1, target=429, exp_time=1
At time 2022-05-01T09:31:00, tele=2, target=429, exp_time=1
At time 2022-05-01T09:32:00, tele=3, target=429, exp_time=1
At time 2022-05-01T09:33:00, tele=4, target=429, exp_time=1
At time 2022-05-01T09:34:00, tele=5, target=429, exp_time=1
At time 2022-05-01T09:35:00, tele=1, target=436, exp_time=1
At time 2022-05-01T09:36:00, tele=2, target=436, exp_time=1
At time 2022-05-01T09:37:00, tele=3, target=436, exp_time=1
At time 2022-05-01T09:38:00, tele=4, target=436, exp_time=1
At time 2022-05-01T09:39:00, tele=5, target=436, exp_time=1
At time 2022-05-01T09:40:00, tele=1, target=274, exp_time=1
At time 2022-05-01T09:41:00, tele=2, target=274, exp_time=1
At time 2022-05-01T09:42:00, tele=3, target=274, exp_time=1
At time 2022-05-01T09:43:00, tele=4, target=274, exp_time=1
At time 2022-05-01T09:44:00, tele=5, target=274, exp_time=1
At time 2022-05-01T09:45:00, tele=1, target=438, exp_time=1
At time 2022-05-01T09:46:00, tele=2, target=438, exp_time=1
At time 2022-05-01T09:47:00, tele=3, target=438, exp_time=1
At time 2022-05-01T09:48:00, tele=4, target=438, exp_time=1
At time 2022-05-01T09:49:00, tele=5, target=438, exp_time=1
At time 2022-05-01T09:50:00, tele=1, target=437, exp_time=1
At time 2022-05-01T09:51:00, tele=2, target=437, exp_time=1
At time 2022-05-01T09:52:00, tele=3, target=437, exp_time=1
At time 2022-05-01T09:53:00, tele=4, target=437, exp_time=1
At time 2022-05-01T09:54:00, tele=5, target=437, exp_time=1
At time 2022-05-01T09:55:00, tele=1, target=181, exp_time=1
At time 2022-05-01T09:56:00, tele=2, target=181, exp_time=1
At time 2022-05-01T09:57:00, tele=3, target=181, exp_time=1
At time 2022-05-01T09:58:00, tele=4, target=181, exp_time=1
At time 2022-05-01T09:59:00, tele=5, target=181, exp_time=1
At time 2022-05-01T10:00:00, tele=1, target=422, exp_time=1
At time 2022-05-01T10:01:00, tele=2, target=422, exp_time=1
At time 2022-05-01T10:02:00, tele=3, target=422, exp_time=1
At time 2022-05-01T10:03:00, tele=4, target=422, exp_time=1
At time 2022-05-01T10:04:00, tele=5, target=422, exp_time=1
At time 2022-05-01T10:05:00, tele=1, target=439, exp_time=1
At time 2022-05-01T10:06:00, tele=2, target=439, exp_time=1
At time 2022-05-01T10:07:00, tele=3, target=439, exp_time=1
At time 2022-05-01T10:08:00, tele=4, target=439, exp_time=1
At time 2022-05-01T10:09:00, tele=5, target=439, exp_time=1
At time 2022-05-01T10:10:00, tele=1, target=175, exp_time=1
At time 2022-05-01T10:11:00, tele=2, target=175, exp_time=1
At time 2022-05-01T10:12:00, tele=3, target=175, exp_time=1
At time 2022-05-01T10:13:00, tele=4, target=175, exp_time=1
At time 2022-05-01T10:14:00, tele=5, target=175, exp_time=1
At time 2022-05-01T10:15:00, tele=1, target=440, exp_time=1
At time 2022-05-01T10:16:00, tele=2, target=440, exp_time=1
At time 2022-05-01T10:17:00, tele=3, target=440, exp_time=1
At time 2022-05-01T10:18:00, tele=4, target=440, exp_time=1
At time 2022-05-01T10:19:00, tele=5, target=440, exp_time=1
At time 2022-05-01T10:20:00, tele=1, target=430, exp_time=1
At time 2022-05-01T10:21:00, tele=2, target=430, exp_time=1
At time 2022-05-01T10:22:00, tele=3, target=430, exp_time=1
At time 2022-05-01T10:23:00, tele=4, target=430, exp_time=1
At time 2022-05-01T10:24:00, tele=5, target=430, exp_time=1
At time 2022-05-01T10:25:00, tele=1, target=423, exp_time=1
At time 2022-05-01T10:26:00, tele=2, target=423, exp_time=1
At time 2022-05-01T10:27:00, tele=3, target=423, exp_time=1
At time 2022-05-01T10:28:00, tele=4, target=423, exp_time=1
At time 2022-05-01T10:29:00, tele=5, target=423, exp_time=1
At time 2022-05-01T10:30:00, tele=1, target=275, exp_time=1
At time 2022-05-01T10:31:00, tele=2, target=275, exp_time=1
At time 2022-05-01T10:32:00, tele=3, target=275, exp_time=1
At time 2022-05-01T10:33:00, tele=4, target=275, exp_time=1
At time 2022-05-01T10:34:00, tele=5, target=275, exp_time=1
At time 2022-05-01T10:35:00, tele=1, target=454, exp_time=1
At time 2022-05-01T10:36:00, tele=2, target=454, exp_time=1
At time 2022-05-01T10:37:00, tele=3, target=454, exp_time=1
At time 2022-05-01T10:38:00, tele=4, target=454, exp_time=1
At time 2022-05-01T10:39:00, tele=5, target=454, exp_time=1
At time 2022-05-01T10:40:00, tele=1, target=452, exp_time=1
At time 2022-05-01T10:41:00, tele=2, target=452, exp_time=1
At time 2022-05-01T10:42:00, tele=3, target=452, exp_time=1
At time 2022-05-01T10:43:00, tele=4, target=452, exp_time=1
At time 2022-05-01T10:44:00, tele=5, target=452, exp_time=1
At time 2022-05-01T10:45:00, tele=1, target=463, exp_time=1
At time 2022-05-01T10:46:00, tele=2, target=463, exp_time=1
At time 2022-05-01T10:47:00, tele=3, target=463, exp_time=1
At time 2022-05-01T10:48:00, tele=4, target=463, exp_time=1
At time 2022-05-01T10:49:00, tele=5, target=463, exp_time=1
At time 2022-05-01T10:50:00, tele=1, target=182, exp_time=1
At time 2022-05-01T10:51:00, tele=2, target=182, exp_time=1
At time 2022-05-01T10:52:00, tele=3, target=182, exp_time=1
At time 2022-05-01T10:53:00, tele=4, target=182, exp_time=1
At time 2022-05-01T10:54:00, tele=5, target=182, exp_time=1
At time 2022-05-01T10:55:00, tele=1, target=176, exp_time=1
At time 2022-05-01T10:56:00, tele=2, target=176, exp_time=1
At time 2022-05-01T10:57:00, tele=3, target=176, exp_time=1
At time 2022-05-01T10:58:00, tele=4, target=176, exp_time=1
At time 2022-05-01T10:59:00, tele=5, target=176, exp_time=1
At time 2022-05-01T11:00:00, tele=1, target=431, exp_time=1
At time 2022-05-01T11:01:00, tele=2, target=431, exp_time=1
At time 2022-05-01T11:02:00, tele=3, target=431, exp_time=1
At time 2022-05-01T11:03:00, tele=4, target=431, exp_time=1
At time 2022-05-01T11:04:00, tele=5, target=431, exp_time=1
At time 2022-05-01T11:05:00, tele=1, target=465, exp_time=1
At time 2022-05-01T11:06:00, tele=2, target=465, exp_time=1
At time 2022-05-01T11:07:00, tele=3, target=465, exp_time=1
At time 2022-05-01T11:08:00, tele=4, target=465, exp_time=1
At time 2022-05-01T11:09:00, tele=5, target=465, exp_time=1
At time 2022-05-01T11:10:00, tele=1, target=455, exp_time=1
At time 2022-05-01T11:11:00, tele=2, target=455, exp_time=1
At time 2022-05-01T11:12:00, tele=3, target=455, exp_time=1
At time 2022-05-01T11:13:00, tele=4, target=455, exp_time=1
At time 2022-05-01T11:14:00, tele=5, target=455, exp_time=1
At time 2022-05-01T11:15:00, tele=1, target=433, exp_time=1
At time 2022-05-01T11:16:00, tele=2, target=433, exp_time=1
At time 2022-05-01T11:17:00, tele=3, target=433, exp_time=1
At time 2022-05-01T11:18:00, tele=4, target=433, exp_time=1
At time 2022-05-01T11:19:00, tele=5, target=433, exp_time=1
At time 2022-05-01T11:20:00, tele=1, target=464, exp_time=1
At time 2022-05-01T11:21:00, tele=2, target=464, exp_time=1
At time 2022-05-01T11:22:00, tele=3, target=464, exp_time=1
At time 2022-05-01T11:23:00, tele=4, target=464, exp_time=1
At time 2022-05-01T11:24:00, tele=5, target=464, exp_time=1
At time 2022-05-01T11:25:00, tele=1, target=276, exp_time=1
At time 2022-05-01T11:26:00, tele=2, target=276, exp_time=1
At time 2022-05-01T11:27:00, tele=3, target=276, exp_time=1
At time 2022-05-01T11:28:00, tele=4, target=276, exp_time=1
At time 2022-05-01T11:29:00, tele=5, target=276, exp_time=1
At time 2022-05-01T11:30:00, tele=1, target=467, exp_time=1
At time 2022-05-01T11:31:00, tele=2, target=467, exp_time=1
At time 2022-05-01T11:32:00, tele=3, target=467, exp_time=1
At time 2022-05-01T11:33:00, tele=4, target=467, exp_time=1
At time 2022-05-01T11:34:00, tele=5, target=467, exp_time=1
At time 2022-05-01T11:35:00, tele=1, target=453, exp_time=1
At time 2022-05-01T11:36:00, tele=2, target=453, exp_time=1
At time 2022-05-01T11:37:00, tele=3, target=453, exp_time=1
At time 2022-05-01T11:38:00, tele=4, target=453, exp_time=1
At time 2022-05-01T11:39:00, tele=5, target=453, exp_time=1
At time 2022-05-01T11:40:00, tele=1, target=466, exp_time=1
At time 2022-05-01T11:41:00, tele=2, target=466, exp_time=1
At time 2022-05-01T11:42:00, tele=3, target=466, exp_time=1
At time 2022-05-01T11:43:00, tele=4, target=466, exp_time=1
At time 2022-05-01T11:44:00, tele=5, target=466, exp_time=1
At time 2022-05-01T11:45:00, tele=1, target=434, exp_time=1
At time 2022-05-01T11:46:00, tele=2, target=434, exp_time=1
At time 2022-05-01T11:47:00, tele=3, target=434, exp_time=1
At time 2022-05-01T11:48:00, tele=4, target=434, exp_time=1
At time 2022-05-01T11:49:00, tele=5, target=434, exp_time=1
At time 2022-05-01T11:50:00, tele=1, target=456, exp_time=1
At time 2022-05-01T11:51:00, tele=2, target=456, exp_time=1
At time 2022-05-01T11:52:00, tele=3, target=456, exp_time=1
At time 2022-05-01T11:53:00, tele=4, target=456, exp_time=1
At time 2022-05-01T11:54:00, tele=5, target=456, exp_time=1
At time 2022-05-01T11:55:00, tele=1, target=460, exp_time=1
At time 2022-05-01T11:56:00, tele=2, target=460, exp_time=1
At time 2022-05-01T11:57:00, tele=3, target=460, exp_time=1
At time 2022-05-01T11:58:00, tele=4, target=460, exp_time=1
At time 2022-05-01T11:59:00, tele=5, target=460, exp_time=1
At time 2022-05-01T12:00:00, tele=1, target=468, exp_time=1
At time 2022-05-01T12:01:00, tele=2, target=468, exp_time=1
At time 2022-05-01T12:02:00, tele=3, target=468, exp_time=1
At time 2022-05-01T12:03:00, tele=4, target=468, exp_time=1
At time 2022-05-01T12:04:00, tele=5, target=468, exp_time=1
At time 2022-05-01T12:05:00, tele=1, target=469, exp_time=1
At time 2022-05-01T12:06:00, tele=2, target=469, exp_time=1
At time 2022-05-01T12:07:00, tele=3, target=469, exp_time=1
At time 2022-05-01T12:08:00, tele=4, target=469, exp_time=1
At time 2022-05-01T12:09:00, tele=5, target=469, exp_time=1
At time 2022-05-01T12:10:00, tele=1, target=470, exp_time=1
At time 2022-05-01T12:11:00, tele=2, target=470, exp_time=1
At time 2022-05-01T12:12:00, tele=3, target=470, exp_time=1
At time 2022-05-01T12:13:00, tele=4, target=470, exp_time=1
At time 2022-05-01T12:14:00, tele=5, target=470, exp_time=1
At time 2022-05-01T12:15:00, tele=1, target=435, exp_time=1
At time 2022-05-01T12:16:00, tele=2, target=435, exp_time=1
At time 2022-05-01T12:17:00, tele=3, target=435, exp_time=1
At time 2022-05-01T12:18:00, tele=4, target=435, exp_time=1
At time 2022-05-01T12:19:00, tele=5, target=435, exp_time=1
At time 2022-05-01T12:20:00, tele=1, target=183, exp_time=1
At time 2022-05-01T12:21:00, tele=2, target=183, exp_time=1
At time 2022-05-01T12:22:00, tele=3, target=183, exp_time=1
At time 2022-05-01T12:23:00, tele=4, target=183, exp_time=1
At time 2022-05-01T12:24:00, tele=5, target=183, exp_time=1
At time 2022-05-01T12:25:00, tele=1, target=461, exp_time=1
At time 2022-05-01T12:26:00, tele=2, target=461, exp_time=1
At time 2022-05-01T12:27:00, tele=3, target=461, exp_time=1
At time 2022-05-01T12:28:00, tele=4, target=461, exp_time=1
At time 2022-05-01T12:29:00, tele=5, target=461, exp_time=1
At time 2022-05-01T12:30:00, tele=1, target=424, exp_time=1
At time 2022-05-01T12:31:00, tele=2, target=424, exp_time=1
At time 2022-05-01T12:32:00, tele=3, target=424, exp_time=1
At time 2022-05-01T12:33:00, tele=4, target=424, exp_time=1
At time 2022-05-01T12:34:00, tele=5, target=424, exp_time=1
At time 2022-05-01T12:35:00, tele=1, target=432, exp_time=1
At time 2022-05-01T12:36:00, tele=2, target=432, exp_time=1
At time 2022-05-01T12:37:00, tele=3, target=432, exp_time=1
At time 2022-05-01T12:38:00, tele=4, target=432, exp_time=1
At time 2022-05-01T12:39:00, tele=5, target=432, exp_time=1
At time 2022-05-01T12:40:00, tele=1, target=277, exp_time=1
At time 2022-05-01T12:41:00, tele=2, target=277, exp_time=1
At time 2022-05-01T12:42:00, tele=3, target=277, exp_time=1
At time 2022-05-01T12:43:00, tele=4, target=277, exp_time=1
At time 2022-05-01T12:44:00, tele=5, target=277, exp_time=1
At time 2022-05-01T12:45:00, tele=1, target=471, exp_time=1
At time 2022-05-01T12:46:00, tele=2, target=471, exp_time=1
At time 2022-05-01T12:47:00, tele=3, target=471, exp_time=1
At time 2022-05-01T12:48:00, tele=4, target=471, exp_time=1
At time 2022-05-01T12:49:00, tele=5, target=471, exp_time=1
At time 2022-05-01T12:50:00, tele=1, target=462, exp_time=1
At time 2022-05-01T12:51:00, tele=2, target=462, exp_time=1
At time 2022-05-01T12:52:00, tele=3, target=462, exp_time=1
At time 2022-05-01T12:53:00, tele=4, target=462, exp_time=1
At time 2022-05-01T12:54:00, tele=5, target=462, exp_time=1
At time 2022-05-01T12:55:00, tele=1, target=457, exp_time=1
At time 2022-05-01T12:56:00, tele=2, target=457, exp_time=1
At time 2022-05-01T12:57:00, tele=3, target=457, exp_time=1
At time 2022-05-01T12:58:00, tele=4, target=457, exp_time=1
At time 2022-05-01T12:59:00, tele=5, target=457, exp_time=1
At time 2022-05-01T13:00:00, tele=1, target=449, exp_time=1
At time 2022-05-01T13:01:00, tele=2, target=449, exp_time=1
At time 2022-05-01T13:02:00, tele=3, target=449, exp_time=1
At time 2022-05-01T13:03:00, tele=4, target=449, exp_time=1
At time 2022-05-01T13:04:00, tele=5, target=449, exp_time=1
At time 2022-05-01T13:05:00, tele=1, target=472, exp_time=1
At time 2022-05-01T13:06:00, tele=2, target=472, exp_time=1
At time 2022-05-01T13:07:00, tele=3, target=472, exp_time=1
At time 2022-05-01T13:08:00, tele=4, target=472, exp_time=1
At time 2022-05-01T13:09:00, tele=5, target=472, exp_time=1
At time 2022-05-01T13:10:00, tele=1, target=184, exp_time=1
At time 2022-05-01T13:11:00, tele=2, target=184, exp_time=1
At time 2022-05-01T13:12:00, tele=3, target=184, exp_time=1
At time 2022-05-01T13:13:00, tele=4, target=184, exp_time=1
At time 2022-05-01T13:14:00, tele=5, target=184, exp_time=1
At time 2022-05-01T13:15:00, tele=1, target=473, exp_time=1
At time 2022-05-01T13:16:00, tele=2, target=473, exp_time=1
At time 2022-05-01T13:17:00, tele=3, target=473, exp_time=1
At time 2022-05-01T13:18:00, tele=4, target=473, exp_time=1
At time 2022-05-01T13:19:00, tele=5, target=473, exp_time=1
At time 2022-05-01T13:20:00, tele=1, target=278, exp_time=1
At time 2022-05-01T13:21:00, tele=2, target=278, exp_time=1
At time 2022-05-01T13:22:00, tele=3, target=278, exp_time=1
At time 2022-05-01T13:23:00, tele=4, target=278, exp_time=1
At time 2022-05-01T13:24:00, tele=5, target=278, exp_time=1
At time 2022-05-01T13:25:00, tele=1, target=725, exp_time=1
At time 2022-05-01T13:26:00, tele=2, target=725, exp_time=1
At time 2022-05-01T13:27:00, tele=3, target=725, exp_time=1
